0.48560640329963356	0	0	1	2	2	1024
0.029585538676985927	1	63.63603010140063	10	1	1	512
0.9753848641847805	1	158.69956465486635	20	2	1	1024
0.7182314809406487	1	33.14985645210155	1	2	2	512
0.5002651237005956	1	178.28857682921617	20	2	2	256
0.9206967134362494	1	209.82074981467613	20	1	1	1024
0.11454299300158864	1	69.13302265273389	20	1	1	512
0.5137668792096621	1	59.84267110894949	1	1	1	512
0.3208113052207579	1	141.38523396189495	1	1	2	256
0.10386107965224255	1	36.71116395774274	20	2	1	512
0.792026699459325	1	209.15975013746063	20	1	2	256
0.6445713363944361	1	235.08240146778266	10	1	2	512
0.7138945715413046	1	149.3727995939509	20	2	2	512
0.08219224487159665	1	29.554170288963288	10	1	2	1024
0.9727657442159533	1	217.43814739735487	1	1	1	512
0.9385066455012998	1	273.52878386645267	20	1	1	512
0.7611736327568602	0	0	1	2	2	512
0.6425611496933569	0	0	1	2	2	256
0.241044111235209	1	201.30335808341238	20	2	1	1024
0.7888143628989573	1	74.466655712066	10	1	2	1024
0.7946172153616009	1	151.80699074723643	30	2	2	256
0.7625194259333992	1	72.60409336422356	30	2	2	512
0.5708909463268063	1	281.62026860362164	10	2	1	256
0.6455869337286311	1	106.57075466845401	10	2	2	512
0.6912111289265848	1	62.34209178559453	10	1	1	1024
0.26179026985376935	1	176.0258935335088	20	1	2	512
0.5011977091535674	1	107.92471061139227	1	2	1	512
0.872021755814478	1	16.403387157940443	20	2	2	1024
0.5937933124613026	1	299.1136845167832	10	2	1	256
0.049717839395699404	1	231.9196914462098	30	1	2	256
0.9985097684426737	1	296.45107954161796	1	1	1	512
0.7540882860718842	0	0	1	1	1	512
0.9922044918617253	1	285.5938136844095	1	1	1	512
0.664680335127601	0	0	1	1	1	256
0.46776063089660525	1	244.303793910228	10	1	2	256
0.617726816083416	1	80.56176756209021	10	1	1	256
0.9954039549232538	1	294.05397907164894	1	1	1	512
0.5521519970334886	1	289.0409401670265	1	2	2	1024
0.5777634327200756	1	195.06728918161846	10	2	2	256
0.4938401467768593	1	83.65449218276586	20	1	2	1024
